X,Y,Z,track_se_1,ele,time
174070.393854127,8229848.76099602,1216.1,"294",1216.099999999999909,2020/09/19 19:12:03.000
174069.348555442,8229846.97333347,1216.1,"295",1216.099999999999909,2020/09/19 19:12:04.000
174068.499658736,8229846.40703643,1216.1,"296",1216.099999999999909,2020/09/19 19:12:05.000
174067.542012921,8229845.94991743,1216.1,"297",1216.099999999999909,2020/09/19 19:12:06.000
174066.585989956,8229845.38205055,1216,"298",1216.000000000000000,2020/09/19 19:12:07.000
174064.057151464,8229842.46493277,1216,"299",1216.000000000000000,2020/09/19 19:12:08.000
174062.899858795,8229841.0079435,1216,"300",1216.000000000000000,2020/09/19 19:12:09.000
174057.606834623,8229836.61028859,1215.9,"301",1215.900000000000091,2020/09/19 19:12:10.000
174052.964684676,8229831.66831181,1215.8,"302",1215.799999999999955,2020/09/19 19:12:11.000
174047.993043405,8229827.27536333,1215.7,"303",1215.700000000000045,2020/09/19 19:12:12.000
174041.951764532,8229822.75596666,1215.6,"304",1215.599999999999909,2020/09/19 19:12:13.000
174036.660371606,8229818.24755734,1215.6,"305",1215.599999999999909,2020/09/19 19:12:14.000
174031.904611837,8229813.74699609,1215.5,"306",1215.500000000000000,2020/09/19 19:12:15.000
174028.746008677,8229809.93447017,1215.4,"307",1215.400000000000091,2020/09/19 19:12:16.000
174026.645684041,8229807.0236263,1215.4,"308",1215.400000000000091,2020/09/19 19:12:17.000
174025.170263347,8229805.34042859,1215.4,"309",1215.400000000000091,2020/09/19 19:12:18.000
174024.647616971,8229804.44659572,1215.3,"310",1215.299999999999955,2020/09/19 19:12:19.000
174023.998367643,8229804.88016726,1215.3,"311",1215.299999999999955,2020/09/19 19:12:20.000
174024.214243066,8229804.77255937,1215.3,"312",1215.299999999999955,2020/09/19 19:12:21.000
